Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Avg_Delivery,Ghost_Risk
trgo823896666,37,3.7,11.016298,76.972076,11.146298,77.102076,2022-03-02,19:55:00,20:00:00,Windy,Jam ,scooter ,Metropolitian ,41,Grocery,124.90564484784746,Medium Risk
rgwf743111224,25,4.2,12.934179,77.615797,13.004179,77.685797,2022-03-14,20:10:00,20:15:00,Cloudy,Jam ,scooter ,Urban ,43,Grocery,124.90564484784746,Medium Risk
ppqq173681293,21,4.4,11.021278,76.995017,11.071278,77.045017,2022-03-30,23:30:00,23:40:00,Windy,Low ,motorcycle ,Metropolitian ,80,Jewelry,124.90564484784746,Medium Risk
lbks725663047,26,4.2,17.410371,78.437225,17.460371,78.487225,2022-03-05,22:30:00,22:45:00,Windy,Low ,motorcycle ,Metropolitian ,80,Clothing,124.90564484784746,Medium Risk
cvhb426199767,31,4.4,19.121999,72.908493,19.211999,72.998493,2022-04-04,21:30:00,21:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
zlju024540653,35,3.5,27.163303,78.057044,27.243303,78.137044,2022-02-12,17:25:00,17:40:00,Sandstorms,Medium ,motorcycle ,Urban ,31,Grocery,124.90564484784746,Medium Risk
xfoh159642554,31,3.6,12.3085,76.665808,12.4185,76.775808,2022-04-02,20:25:00,20:30:00,Windy,Jam ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
vjjn497403158,26,4.3,9.960846,76.293936,9.980846,76.313936,2022-02-17,08:25:00,08:40:00,Stormy,Low ,motorcycle ,Urban ,85,Apparel,124.90564484784746,Medium Risk
ucho166422075,20,4.3,12.975996,80.221898,13.035996,80.281898,2022-03-24,00:00:00,00:15:00,Windy,Low ,motorcycle ,Metropolitian ,85,Jewelry,124.90564484784746,Medium Risk
cakh880601544,24,4.1,26.905287,75.794592,27.045287,75.934592,2022-03-12,19:55:00,20:10:00,Fog,Jam ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
vaby203194775,36,4.2,18.636215,73.751081,18.746215,73.861081,2022-03-12,21:55:00,22:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,36,Grocery,124.90564484784746,Medium Risk
wcdj888001801,24,4.4,25.449872,81.836167,25.529872,81.916167,2022-02-12,18:20:00,18:35:00,Cloudy,Medium ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
fpne391096079,35,4.2,25.453436,81.833167,25.593436,81.973167,2022-02-12,20:55:00,21:10:00,Cloudy,Jam ,motorcycle ,Metropolitian ,47,Grocery,124.90564484784746,Medium Risk
cxog828223293,22,3.6,12.914264,77.6784,12.974264,77.7384,2022-03-15,19:15:00,19:30:00,Sunny,Jam ,motorcycle ,Urban ,40,Grocery,124.90564484784746,Medium Risk
qwut543233705,35,4.0,17.429585,78.392621,17.509585,78.472621,2022-03-14,17:20:00,17:30:00,Windy,Medium ,motorcycle ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
aynd703499644,30,4.3,22.732225,75.874765,22.762225,75.904765,2022-03-13,21:40:00,21:45:00,Sandstorms,Jam ,motorcycle ,Other,47,Grocery,124.90564484784746,Medium Risk
ntlr143607212,37,4.4,12.913041,77.683237,12.953041,77.723237,2022-03-19,13:50:00,13:55:00,Windy,High ,motorcycle ,Metropolitian ,42,Grocery,124.90564484784746,Medium Risk
yibq811245398,22,4.2,11.02091,76.940432,11.07091,76.990432,2022-04-05,23:20:00,23:35:00,Stormy,Low ,motorcycle ,Metropolitian ,75,Pet Supplies,124.90564484784746,Medium Risk
msow126632459,35,4.3,19.875337,75.316722,19.955337,75.396722,2022-02-14,21:45:00,22:00:00,Windy,Jam ,motorcycle ,Metropolitian ,35,Grocery,124.90564484784746,Medium Risk
foqa689579151,28,4.2,17.45971,78.368855,17.52971,78.438855,2022-03-20,19:30:00,19:45:00,Windy,Jam ,motorcycle ,Urban ,38,Grocery,124.90564484784746,Medium Risk
hnzg350676698,36,3.5,22.728163,75.884212,22.808163,75.964212,2022-03-27,21:40:00,21:50:00,Windy,Jam ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
rzwc996677452,35,4.3,10.003064,76.307589,10.053064,76.357589,2022-02-13,19:35:00,19:45:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,44,Grocery,124.90564484784746,Medium Risk
sych413399225,23,4.1,13.064181,80.236442,13.114181,80.286442,2022-03-19,23:55:00,00:05:00,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Sports,124.90564484784746,Medium Risk
zsow816537872,24,4.4,11.026117,76.944652,11.046117,76.964652,2022-03-26,09:25:00,09:30:00,Windy,Low ,motorcycle ,Metropolitian ,85,Electronics,124.90564484784746,Medium Risk
xgnx511080805,29,4.4,15.516833,73.768172,15.536833,73.788172,2022-02-17,08:45:00,08:55:00,Windy,Low ,motorcycle ,Metropolitian ,80,Electronics,124.90564484784746,Medium Risk
ziew398182433,30,4.0,19.055831,72.833984,19.125831,72.903984,2022-03-20,17:40:00,17:55:00,Cloudy,Medium ,van,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
ynwj091931647,37,3.7,21.17106,72.789292,21.28106,72.899292,2022-04-06,23:35:00,23:45:00,Fog,Low ,scooter ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
ojmo237950800,36,4.3,11.022169,76.999594,11.152169,77.129594,2022-03-02,20:15:00,20:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
nyxk724766949,30,4.2,22.311358,73.164798,22.331358,73.184798,2022-03-24,09:50:00,10:00:00,Stormy,Low ,motorcycle ,Urban ,30,Grocery,124.90564484784746,Medium Risk
tkbp676848540,21,4.1,22.311358,73.164798,22.321358,73.174798,2022-03-21,09:30:00,09:35:00,Stormy,Low ,motorcycle ,Metropolitian ,16,Grocery,124.90564484784746,Medium Risk
wdlf187216685,39,4.2,9.957144,76.296783,10.087144,76.426783,2022-02-12,17:55:00,18:00:00,Sunny,Medium ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
xvvq228790142,33,4.3,22.745049,75.892471,22.855049,76.002471,2022-03-25,20:40:00,20:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,40,Grocery,124.90564484784746,Medium Risk
qlsy541793877,35,3.6,13.081878,80.248519,13.171878,80.338519,2022-03-23,20:50:00,20:55:00,Windy,Jam ,van,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
frrc742814738,22,4.2,22.311358,73.164798,22.341358,73.194798,2022-03-19,23:00:00,23:05:00,Windy,Low ,motorcycle ,Metropolitian ,24,Grocery,124.90564484784746,Medium Risk
feru213038048,31,4.4,12.299524,76.64262,12.349524,76.69262,2022-03-26,17:40:00,17:50:00,Windy,Medium ,van,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
fnwm852694258,27,4.3,12.933284,77.615428,12.973284,77.655428,2022-03-15,13:50:00,14:05:00,Sunny,High ,motorcycle ,Metropolitian ,45,Grocery,124.90564484784746,Medium Risk
cbsx669246771,22,4.2,18.994237,72.825553,19.124237,72.955553,2022-04-04,20:35:00,20:50:00,Fog,Jam ,motorcycle ,Metropolitian ,40,Grocery,124.90564484784746,Medium Risk
qxxe436024917,29,4.0,22.31279,73.170283,22.32279,73.180283,2022-03-11,08:10:00,08:20:00,Windy,Low ,motorcycle ,Metropolitian ,24,Grocery,124.90564484784746,Medium Risk
rzca830883235,24,4.1,22.751234,75.88949,22.831234,75.96949,2022-03-27,17:50:00,18:00:00,Stormy,Medium ,motorcycle ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
blqz177689254,22,4.2,18.546258,73.904337,18.576258,73.934337,2022-03-01,23:20:00,23:30:00,Stormy,Low ,motorcycle ,Urban ,80,Kitchen,124.90564484784746,Medium Risk
edzw183821742,26,4.1,26.90294,75.793007,26.95294,75.843007,2022-03-30,20:35:00,20:50:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
tvms580065469,26,4.0,26.90519,75.810753,26.91519,75.820753,2022-03-24,09:10:00,09:15:00,Stormy,Low ,motorcycle ,Urban ,28,Grocery,124.90564484784746,Medium Risk
ykon816252213,33,4.4,17.422819,78.449578,17.492819,78.519578,2022-03-23,19:50:00,20:00:00,Sandstorms,Jam ,scooter ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
qksf813370879,35,3.9,0.0,0.0,0.13,0.13,2022-03-14,17:45:00,18:00:00,Windy,Medium ,scooter ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
glqa180760537,28,4.4,22.75004,75.902847,22.80004,75.952847,2022-04-01,22:00:00,22:05:00,Fog,Jam ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
aahu068587422,38,4.4,13.091809,80.219104,13.151809,80.279104,2022-03-05,19:50:00,20:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
ltxo178904844,29,4.1,18.533811,73.899315,18.663811,74.029315,2022-03-02,18:55:00,19:05:00,Fog,Medium ,scooter ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
nddz808445779,33,4.3,17.483216,78.552111,17.573216,78.642111,2022-04-02,20:50:00,21:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,48,Grocery,124.90564484784746,Medium Risk
xpls049909782,33,4.1,11.022477,76.995667,11.072477,77.045667,2022-03-13,20:10:00,20:20:00,Fog,Jam ,van,Urban ,39,Grocery,124.90564484784746,Medium Risk
tslh827556926,25,4.0,21.170798,72.790489,21.180798,72.800489,2022-04-05,08:40:00,08:50:00,Stormy,Low ,motorcycle ,Metropolitian ,75,Pet Supplies,124.90564484784746,Medium Risk
ijri622968964,21,3.7,23.354422,85.3329,23.414422,85.3929,2022-04-03,19:55:00,20:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,42,Grocery,124.90564484784746,Medium Risk
okgp170451433,32,4.3,23.232357,77.429989,23.272357,77.469989,2022-02-11,13:15:00,13:25:00,Sandstorms,High ,scooter ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
fvlg620163948,35,3.6,17.438263,78.397865,17.518263,78.477865,2022-04-02,21:55:00,22:00:00,Sandstorms,Jam ,scooter ,Metropolitian ,43,Grocery,124.90564484784746,Medium Risk
uwli332398546,37,4.1,18.543626,73.905101,18.593626,73.955101,2022-03-30,17:10:00,17:25:00,Windy,Medium ,motorcycle ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
amku555463585,32,3.8,17.424114,78.347554,17.554114,78.477554,2022-04-06,20:20:00,20:30:00,Windy,Jam ,motorcycle ,Other,44,Grocery,124.90564484784746,Medium Risk
ivoa163829775,39,3.5,21.175104,72.804342,21.255104,72.884342,2022-03-23,20:30:00,20:35:00,Stormy,Jam ,scooter ,Metropolitian ,40,Grocery,124.90564484784746,Medium Risk
bdyd036597607,20,4.1,11.001753,76.986241,11.021753,77.006241,2022-03-03,10:40:00,10:45:00,Stormy,Low ,motorcycle ,Metropolitian ,80,Home,124.90564484784746,Medium Risk
uznx281771992,36,4.4,21.186608,72.794136,21.266608,72.874136,2022-03-18,19:00:00,19:15:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,48,Grocery,124.90564484784746,Medium Risk
otqf698373709,30,4.3,0.0,0.0,0.11,0.11,2022-02-18,17:50:00,17:55:00,Windy,Medium ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
eadf916411665,25,4.4,17.410371,78.437225,17.470371,78.497225,2022-03-26,22:45:00,22:50:00,Windy,Low ,motorcycle ,Urban ,75,Toys,124.90564484784746,Medium Risk
whgi397552754,23,4.1,22.547186,88.35068,22.637186,88.44068,2022-02-16,21:20:00,21:30:00,Cloudy,Jam ,van,Other,36,Grocery,124.90564484784746,Medium Risk
geop858602748,28,4.0,18.546947,73.900626,18.616947,73.970626,2022-03-29,19:30:00,19:45:00,Windy,Jam ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
huma393854248,21,4.2,21.183434,72.814492,21.273434,72.904492,2022-03-23,20:15:00,20:20:00,Cloudy,Jam ,scooter ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
qyhy780029204,32,4.3,17.422819,78.449578,17.432819,78.459578,2022-03-07,08:30:00,08:45:00,Windy,Low ,motorcycle ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
vwbp269469328,37,4.1,12.326356,76.619103,12.416356,76.709103,2022-03-31,20:45:00,20:50:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
hvzn611293422,35,4.4,18.554382,73.798206,18.604382,73.848206,2022-03-03,17:35:00,17:40:00,Stormy,Medium ,motorcycle ,Urban ,34,Grocery,124.90564484784746,Medium Risk
wind587846229,31,3.8,0.0,0.0,0.09,0.09,2022-03-06,18:55:00,19:05:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
osso115783738,37,4.1,23.39925,85.390464,23.41925,85.410464,2022-03-03,11:15:00,11:30:00,Fog,High ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
btei756576015,20,4.3,19.176269,72.836721,19.206269,72.866721,2022-03-01,23:10:00,23:15:00,Windy,Low ,motorcycle ,Metropolitian ,75,Skincare,124.90564484784746,Medium Risk
qqgd753835769,24,4.4,12.323225,76.630028,12.433225,76.740028,2022-04-06,17:55:00,18:10:00,Fog,Medium ,scooter ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
ysbd753918886,33,3.6,11.003669,76.976494,11.073669,77.046494,2022-03-27,20:50:00,21:05:00,Sunny,Jam ,scooter ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
mori995207669,39,4.4,12.934179,77.615797,13.064179,77.745797,2022-03-02,18:30:00,18:45:00,Cloudy,Medium ,motorcycle ,Metropolitian ,44,Grocery,124.90564484784746,Medium Risk
oifa489418128,22,4.2,0.0,0.0,0.02,0.02,2022-02-11,11:00:00,11:10:00,Stormy,Low ,motorcycle ,Metropolitian ,24,Grocery,124.90564484784746,Medium Risk
abqb388298750,39,4.0,22.744648,75.894377,22.814648,75.964377,2022-03-10,18:10:00,18:20:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,35,Grocery,124.90564484784746,Medium Risk
oika240428990,27,4.4,12.979166,77.640709,13.109166,77.770709,2022-04-06,20:20:00,20:25:00,Windy,Jam ,motorcycle ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
ggqe657935916,21,4.1,23.354422,85.3329,23.364422,85.3429,2022-03-15,08:20:00,08:25:00,Windy,Low ,motorcycle ,Metropolitian ,24,Grocery,124.90564484784746,Medium Risk
eobd184164559,24,4.1,27.163303,78.057044,27.173303,78.067044,2022-02-13,10:45:00,10:55:00,Sandstorms,Low ,motorcycle ,Urban ,80,Electronics,124.90564484784746,Medium Risk
wztz754098211,31,3.5,25.451517,81.832616,25.521517,81.902616,2022-02-14,20:15:00,20:25:00,Stormy,Jam ,scooter ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
ysdu857088777,35,3.6,25.453436,81.833167,25.583436,81.963167,2022-02-14,17:40:00,17:55:00,Sandstorms,Medium ,scooter ,Urban ,38,Grocery,124.90564484784746,Medium Risk
hqwd570989213,20,4.3,23.369746,85.33982,23.389746,85.35982,2022-03-13,08:40:00,08:55:00,Windy,Low ,motorcycle ,Metropolitian ,85,Electronics,124.90564484784746,Medium Risk
igpg180165894,39,4.1,12.323994,76.626167,12.333994,76.636167,2022-03-13,10:25:00,10:35:00,Windy,Low ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
jbvk101196693,15,1.0,13.022394,80.242439,13.072394,80.292439,2022-03-11,NaN ,18:10:00,Unknown,NaN ,bicycle ,Metropolitian ,85,Books,124.90564484784746,Medium Risk
tlzp977722296,39,4.2,22.760072,75.892574,22.800072,75.932574,2022-03-11,14:00:00,14:10:00,Stormy,High ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
hqck248397725,25,3.7,21.149569,72.772697,21.159569,72.782697,2022-03-03,11:35:00,11:50:00,Sunny,High ,motorcycle ,Metropolitian ,46,Grocery,124.90564484784746,Medium Risk
paep399095149,38,4.1,22.761226,75.887522,22.841226,75.967522,2022-04-04,18:25:00,18:35:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
bdie367896633,30,4.0,0.0,0.0,0.11,0.11,2022-02-18,18:15:00,18:25:00,Stormy,Medium ,motorcycle ,Urban ,36,Grocery,124.90564484784746,Medium Risk
qali897019827,36,4.1,18.563934,73.915367,18.583935,73.935367,2022-03-15,11:20:00,11:35:00,Sandstorms,High ,scooter ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
ixfj555978230,27,4.1,12.975377,77.696664,13.085377,77.806664,2022-03-02,20:40:00,20:55:00,Fog,Jam ,scooter ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
qspm638997319,24,4.4,17.426228,78.407495,17.536228,78.517495,2022-03-14,21:45:00,21:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,35,Grocery,124.90564484784746,Medium Risk
nfru663849640,25,4.1,12.323978,76.627961,12.373978,76.677961,2022-03-17,23:55:00,00:05:00,Stormy,Low ,motorcycle ,Urban ,20,Grocery,124.90564484784746,Medium Risk
mcma572834793,31,4.0,11.022477,76.995667,11.062477,77.035667,2022-03-07,16:50:00,16:55:00,Sandstorms,Medium ,scooter ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
wlhs550222180,35,4.4,21.173343,72.792731,21.233343,72.852731,2022-03-30,17:15:00,17:25:00,Windy,Medium ,motorcycle ,Metropolitian ,32,Grocery,124.90564484784746,Medium Risk
fvfx381684877,23,4.4,12.975377,77.696664,13.085377,77.806664,2022-03-25,20:45:00,20:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,41,Grocery,124.90564484784746,Medium Risk
msch218345191,39,4.2,21.186438,72.794115,21.226438,72.834115,2022-03-07,14:00:00,14:10:00,Fog,High ,scooter ,Urban ,31,Grocery,124.90564484784746,Medium Risk
gken513406888,27,4.0,18.546947,73.900626,18.636947,73.990626,2022-03-04,18:30:00,18:45:00,Cloudy,Medium ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
rgac839191855,32,4.4,18.569156,73.774723,18.679156,73.884723,2022-04-02,19:20:00,19:25:00,Windy,Jam ,scooter ,Metropolitian ,36,Grocery,124.90564484784746,Medium Risk
zowo887668697,34,4.0,13.045479,80.23311,13.065479,80.25311,2022-03-09,08:45:00,09:00:00,Stormy,Low ,motorcycle ,Metropolitian ,21,Grocery,124.90564484784746,Medium Risk
vlno209339101,24,4.1,21.175104,72.804342,21.195104,72.824342,2022-04-01,09:30:00,09:40:00,Stormy,Low ,motorcycle ,Metropolitian ,21,Grocery,124.90564484784746,Medium Risk
opqm109252922,21,4.4,12.323225,76.630028,12.413225,76.720028,2022-04-04,19:25:00,19:40:00,Windy,Jam ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
kboh451131151,34,4.0,19.091458,72.827808,19.141458,72.877808,2022-03-19,21:20:00,21:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,43,Grocery,124.90564484784746,Medium Risk
joql566212889,31,4.2,22.722634,75.886959,22.852634,76.016959,2022-03-06,21:00:00,21:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
wkbs166773436,34,4.0,22.728163,75.884212,22.778163,75.934212,2022-04-05,20:25:00,20:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,36,Grocery,124.90564484784746,Medium Risk
ucao294560943,34,4.4,22.745536,75.893106,22.815536,75.963106,2022-03-08,17:35:00,17:40:00,Sandstorms,Medium ,scooter ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
ynmm891913384,24,4.3,17.424114,78.347554,17.434114,78.357554,2022-03-05,10:25:00,10:30:00,Windy,Low ,motorcycle ,Metropolitian ,75,Jewelry,124.90564484784746,Medium Risk
hcqm905006383,22,4.3,22.761593,75.886362,22.821593,75.946362,2022-03-26,22:10:00,22:25:00,Sandstorms,Low ,motorcycle ,Urban ,24,Grocery,124.90564484784746,Medium Risk
aonh226489841,38,4.0,17.411028,78.329645,17.481028,78.399645,2022-03-02,21:20:00,21:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,38,Grocery,124.90564484784746,Medium Risk
xmpi868524238,29,4.2,-27.165108,78.015053,27.215108,78.065053,2022-02-15,22:35:00,22:40:00,Windy,Low ,motorcycle ,Urban ,85,Books,124.90564484784746,Medium Risk
xyri800421238,21,4.0,19.003517,72.82765,19.083517,72.90765,2022-03-23,17:20:00,17:35:00,Cloudy,Medium ,motorcycle ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
lges738877222,34,3.9,12.935662,77.61413,13.005662,77.68413,2022-03-04,21:15:00,21:30:00,Sunny,Jam ,scooter ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
uldz157300563,27,4.0,26.911927,75.797282,26.941927,75.827282,2022-03-28,23:10:00,23:15:00,Stormy,Low ,motorcycle ,Metropolitian ,85,Jewelry,124.90564484784746,Medium Risk
mxys235145735,32,4.3,26.846156,75.8023,26.936156,75.8923,2022-03-27,18:40:00,18:50:00,Stormy,Medium ,motorcycle ,Metropolitian ,41,Grocery,124.90564484784746,Medium Risk
jjov090622091,27,4.1,26.902328,75.794257,26.922328,75.814257,2022-03-09,10:15:00,10:30:00,Windy,Low ,motorcycle ,Metropolitian ,85,Toys,124.90564484784746,Medium Risk
lzen008295065,27,4.1,11.003008,76.97544,11.053009,77.02544,2022-03-17,23:45:00,23:55:00,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Books,124.90564484784746,Medium Risk
fylz432227851,29,4.2,21.15276,72.778059,21.18276,72.808059,2022-03-30,22:25:00,22:40:00,Stormy,Low ,motorcycle ,Metropolitian ,75,Sports,124.90564484784746,Medium Risk
nyla981629609,21,4.4,30.362686,78.06889,30.372686,78.07889,2022-02-15,11:45:00,11:50:00,Cloudy,High ,scooter ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
qezn364701773,32,4.1,21.157735,72.768778,21.237735,72.848778,2022-04-06,18:15:00,18:30:00,Windy,Medium ,van,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
nuer285373021,22,4.4,19.1813,72.836191,19.2413,72.896191,2022-04-03,23:55:00,00:00:00,Windy,Low ,motorcycle ,Urban ,85,Kitchen,124.90564484784746,Medium Risk
hnyy816909866,24,4.3,23.359194,85.325447,23.429194,85.395447,2022-03-29,18:20:00,18:35:00,Fog,Medium ,scooter ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
tdpz647357571,37,4.0,0.0,0.0,0.07,0.07,2022-02-12,18:40:00,18:45:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
fkpm863071001,38,4.2,21.157729,72.768726,21.227729,72.838726,2022-03-10,23:50:00,00:05:00,Fog,Low ,motorcycle ,Metropolitian ,36,Grocery,124.90564484784746,Medium Risk
wtlr615669172,34,4.2,17.483216,78.552111,17.503216,78.572111,2022-03-19,10:40:00,10:50:00,Sandstorms,Low ,motorcycle ,Urban ,20,Grocery,124.90564484784746,Medium Risk
zneh604093217,25,4.4,12.979166,77.640709,12.999166,77.660709,2022-03-28,11:35:00,11:40:00,Stormy,High ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
terc246381235,30,4.0,12.337928,76.617889,12.397928,76.677889,2022-03-07,17:30:00,17:45:00,Sandstorms,Medium ,scooter ,Metropolitian ,31,Grocery,124.90564484784746,Medium Risk
usan179757756,36,4.2,23.351489,85.324253,23.441489,85.414253,2022-04-02,19:50:00,20:05:00,Fog,Jam ,motorcycle ,Metropolitian ,44,Grocery,124.90564484784746,Medium Risk
tgjg213055637,35,4.0,22.514119,88.362504,22.584119,88.432504,2022-02-12,19:40:00,19:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
kxec784237605,24,4.3,12.933284,77.615428,13.063284,77.745428,2022-03-27,17:20:00,17:35:00,Fog,Medium ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
lmyb743206333,34,4.2,22.311358,73.164798,22.341358,73.194798,2022-03-07,17:25:00,17:40:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
altn412131827,25,4.1,17.431477,78.40035,17.491477,78.46035,2022-03-24,22:15:00,22:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Jewelry,124.90564484784746,Medium Risk
yhfx714257768,23,4.2,12.311072,76.654878,12.341072,76.684878,2022-03-21,22:40:00,22:45:00,Windy,Low ,motorcycle ,Urban ,85,Outdoors,124.90564484784746,Medium Risk
hdlc409279289,20,4.3,11.021278,76.995017,11.031278,77.005017,2022-03-24,09:35:00,09:40:00,Windy,Low ,motorcycle ,Metropolitian ,80,Cosmetics,124.90564484784746,Medium Risk
iulv595921347,32,4.0,12.949934,77.699386,12.959934,77.709386,2022-03-17,08:15:00,08:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,21,Grocery,124.90564484784746,Medium Risk
xqss216300636,27,4.1,10.96185,76.971082,10.97185,76.981082,2022-03-03,08:15:00,08:25:00,Windy,Low ,motorcycle ,Urban ,80,Jewelry,124.90564484784746,Medium Risk
qcyv826596767,36,4.1,23.355164,85.324097,23.405164,85.374097,2022-03-13,20:00:00,20:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
zcbe380849764,24,4.4,12.972532,77.608179,13.032532,77.668179,2022-03-19,23:00:00,23:10:00,Sandstorms,Low ,motorcycle ,Metropolitian ,75,Toys,124.90564484784746,Medium Risk
jdsh537433011,33,4.1,12.325461,76.632278,12.455461,76.762278,2022-03-18,23:00:00,23:05:00,Fog,Low ,motorcycle ,Metropolitian ,39,Grocery,124.90564484784746,Medium Risk
tilz527305403,37,4.4,0.0,0.0,0.02,0.02,2022-03-19,09:20:00,09:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,25,Grocery,124.90564484784746,Medium Risk
ehpv950567451,32,4.3,26.90294,75.793007,27.01294,75.903007,2022-03-29,20:55:00,21:05:00,Windy,Jam ,motorcycle ,Urban ,42,Grocery,124.90564484784746,Medium Risk
ntrr295337368,39,3.8,26.766536,75.837333,26.846536,75.917333,2022-03-31,20:35:00,20:50:00,Windy,Jam ,scooter ,Metropolitian ,37,Grocery,124.90564484784746,Medium Risk
cuvt028574188,30,4.3,17.429585,78.392621,17.509585,78.472621,2022-03-08,21:40:00,21:55:00,Sunny,Jam ,scooter ,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
vlul521811126,21,4.0,22.725748,75.898497,22.755747,75.928497,2022-04-05,23:10:00,23:25:00,Windy,Low ,motorcycle ,Other,75,Kitchen,124.90564484784746,Medium Risk
dtql300864042,25,4.0,12.297954,76.665169,12.347954,76.715169,2022-03-28,21:15:00,21:25:00,Cloudy,Jam ,van,Metropolitian ,34,Grocery,124.90564484784746,Medium Risk
glhd018239533,36,4.4,17.426228,78.407495,17.556228,78.537495,2022-03-23,18:20:00,18:30:00,Windy,Medium ,scooter ,Metropolitian ,33,Grocery,124.90564484784746,Medium Risk
